"duration"	"meanfreq"	"sd"	"freq.median"	"freq.Q25"	"freq.Q75"	"freq.IQR"	"time.median"	"time.Q25"	"time.Q75"	"time.IQR"	"peakt"	"skew"	"kurt"	"sp.ent"	"time.ent"	"entropy"	"sfm"	"meandom"	"mindom"	"maxdom"	"dfrange"	"modindx"	"startdom"	"enddom"	"dfslope"	"meanpeakf"	"label"
0.283166089999998	6.18442441395535	4.63553424253998	4.55961778147071	2.36310760282509	9.05151641046946	6.68840880764437	0.0777320261437909	0.0499705882352941	0.17212091503268	0.122150326797386	0.0610751633986928	2.7983384474097	13.2092313647766	0.950199544133665	0.88578310789588	0.841670705323966	0.628279743914832	1.37920673076923	1.078125	4.359375	3.28125	5.51428571428571	1.078125	1.171875	0.331077778416196	1.17630413385827	"1"
0.283166089999998	6.29017990955783	4.67430224660265	4.66909015371832	2.54320731200665	9.51765683423349	6.97444952222684	0.0610751633986928	0.0388660130718954	0.161016339869281	0.122150326797386	0.0333137254901961	2.544645427816	11.1796973214124	0.951880352370917	0.878762576161714	0.836476830647187	0.648676025935016	1.12875	1.078125	1.546875	0.46875	8	1.078125	1.078125	0	0.893946850393701	"1"
0.310792059999997	6.88251337541541	4.88029886036895	5.63607115821347	2.35768357305072	10.7836866010598	8.42600302800908	0.110997023809524	0.0499486607142857	0.210894345238095	0.16094568452381	0.0332991071428571	3.16913331233459	17.2795689087872	0.957267245816821	0.882466877705243	0.844756637545467	0.690633023684643	2.03371710526316	1.078125	13.640625	12.5625	4.99253731343284	1.359375	1.640625	0.90494589855353	1.27042322834646	"1"
0.310792059999997	6.66879839886886	4.71834042178221	4.96044663133989	2.51532929598789	10.5102195306586	7.9948902346707	0.216444196428571	0.144296130952381	0.271942708333333	0.127646577380952	0.294142113095238	3.26764575913755	20.414368671964	0.952288499382502	0.88116924064517	0.839127333876007	0.64563583572646	2.05412946428571	1.078125	13.640625	12.5625	6.02985074626866	1.265625	2.015625	2.41318906280941	1.36454232283465	"1"
0.262446619999992	6.94881447621732	5.12124482079336	5.37763334827432	2.21156432093232	11.138278798745	8.92671447781264	0.145189716312057	0.0335053191489362	0.217784574468085	0.184279255319149	0.0167526595744681	3.99515440299978	26.1104503120975	0.958058147719387	0.893311005646248	0.855843887406787	0.708826951106148	1.40411931818182	1.078125	2.203125	1.125	6.75	2.203125	1.734375	-1.78607748882426	1.83513779527559	"1"
0.310792059999983	7.62755382025303	4.68211631375571	6.81037093111279	3.77327781983346	11.1601059803179	7.38682816048448	0.155395833333333	0.0832477678571429	0.238643601190476	0.155395833333333	0.310791666666667	2.03348699744252	9.85370641253681	0.971691233464272	0.88422197387237	0.859190740448256	0.763821982244295	2.953125	1.078125	7.359375	6.28125	15.7462686567164	1.171875	3.515625	7.54121582127976	0.98806594488189	"1"
0.310792059999983	7.79406058774782	4.74589046951159	6.95193035579107	3.87301286903861	11.4142694928085	7.54125662376987	0.105447172619048	0.0554985119047619	0.205344494047619	0.149845982142857	0.0554985119047619	2.16337810603669	11.6802950022877	0.973314782555438	0.882622496644415	0.859069523399996	0.774712780720815	3.6422697368421	1.078125	16.734375	15.65625	8.68263473053892	1.546875	15.421875	44.6439976619762	1.55278051181102	"1"
0.310792059999983	6.5375105562319	4.60347157143329	5.34330052990159	2.28046934140802	10.2817940953823	8.00132475397426	0.166495535714286	0.0610483630952381	0.216444196428571	0.155395833333333	0.0610483630952381	2.81142908539228	14.1512276163445	0.950165324951179	0.875797451119644	0.832152369734511	0.599602280466355	1.32236842105263	1.078125	3.515625	2.4375	5.03846153846154	1.078125	1.546875	1.50824316425595	1.08218503937008	"1"
0.283166089999895	5.30528967809628	4.72073373596821	2.82218529289572	1.96406314914832	7.56834233485667	5.60427918570835	0.149911764705882	0.0777320261437909	0.222091503267974	0.144359477124183	0.283166666666667	4.66703436929902	29.9310466167983	0.910307689544483	0.890878276387897	0.810973345444038	0.601827789297791	1.99399038461538	1.453125	2.765625	1.3125	13.9285714285714	1.640625	1.734375	0.331077778416316	1.55278051181102	"1"
0.283166089999895	5.31613936664056	4.67617512227281	2.92106356460324	2.2324470294973	7.46593269630245	5.23348566680515	0.144359477124183	0.0721797385620915	0.216539215686275	0.144359477124183	0.233196078431373	5.85226764077825	50.84667872012	0.899594322464831	0.89095036673293	0.801493891510903	0.46032632173848	2.52223557692308	1.171875	16.453125	15.28125	3.01840490797546	3.421875	2.484375	-3.31077778416316	2.49397145669291	"1"
0.31079206000004	5.30048630633018	3.42715776919696	3.92770628311885	3.22956093868282	5.60389856169569	2.37433762301287	0.16094568452381	0.088797619047619	0.221994047619048	0.133196428571429	0.177595238095238	7.73180733305344	80.1496686544249	0.82425251758864	0.883641991339762	0.728344136008838	0.289118606631148	3.3046875	1.359375	3.984375	2.625	4.21428571428571	3.984375	1.359375	-8.44616171983179	3.24692421259843	"1"
0.31079206000004	5.5730531876492	3.40361068210144	4.66124148372445	3.34216502649508	6.1218773656321	2.77971233913702	0.149845982142857	0.0943474702380952	0.205344494047619	0.110997023809524	0.144296130952381	9.01855406089273	108.072859907902	0.829753736764253	0.881413473397907	0.731356123186274	0.280770107935353	3.35115131578947	1.078125	4.828125	3.75	6.45	1.078125	1.078125	0	2.77632874015748	"1"
0.31079206000004	8.03564379803098	4.61219187220826	7.55034065102195	4.05317940953823	11.6201741105223	7.5669947009841	0.127646577380952	0.0665982142857143	0.199794642857143	0.133196428571429	0.16094568452381	1.51922642326648	6.5177775811358	0.970975114741364	0.883736860167921	0.858086499202719	0.744365843481652	4.91335227272727	1.078125	13.734375	12.65625	11.7333333333333	8.015625	2.203125	-18.7022152367704	1.55278051181102	"1"
0.31079206000004	6.34563746321464	4.93206046872414	4.49716124148372	2.02952308856927	10.0051097653293	7.97558667676003	0.144296130952381	0.0721480654761905	0.227543898809524	0.155395833333333	0.110997023809524	4.11875206138406	26.9558679300601	0.947133013210001	0.884245722212343	0.83749831529703	0.626521817325292	1.49588815789474	1.078125	3.515625	2.4375	10.2692307692308	1.359375	1.453125	0.301648632851135	0.98806594488189	"1"
0.31079206000004	7.13115747496886	4.73664599761595	6.10900832702498	2.92392127176381	10.7579485238456	7.83402725208176	0.133196428571429	0.0610483630952381	0.210894345238095	0.149845982142857	0.0554985119047619	2.52562996954307	12.904494793761	0.965586139305156	0.882643853475019	0.85226867085837	0.769404764999723	4.13240131578947	1.078125	17.390625	16.3125	11.8793103448276	3.796875	11.390625	24.433539260942	0.98806594488189	"1"
