Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File
235	Spectrogram 1	1	6591.377997	6591.902123	0	24000	0.5241	24000	-87.81	LARGE DEMO SET.wav
236	Spectrogram 1	1	6659.708851	6660.252013	0	24000	0.5432	24000	-68.61	LARGE DEMO SET.wav
237	Spectrogram 1	1	6660.882187	6661.192979	0	24000	0.3108	24000	-80.98	LARGE DEMO SET.wav
238	Spectrogram 1	1	6661.266188	6664.198444	0	24000	2.9323	24000	-82.49	LARGE DEMO SET.wav
239	Spectrogram 1	1	6664.252863	6665.030447	0	24000	0.7776	24000	-83.65	LARGE DEMO SET.wav
240	Spectrogram 1	1	6665.084865	6665.457363	0	24000	0.3725	24000	-82.57	LARGE DEMO SET.wav
241	Spectrogram 1	1	6665.472616	6666.310451	0	24000	0.8378	24000	-82.29	LARGE DEMO SET.wav
242	Spectrogram 1	1	6666.428869	6667.315663	0	24000	0.8868	24000	-82.17	LARGE DEMO SET.wav
243	Spectrogram 1	1	6667.495539	6667.870331	0	24000	0.3748	24000	-81.99	LARGE DEMO SET.wav
244	Spectrogram 1	1	6668.048102	6668.444039	0	24000	0.3959	24000	-83.46	LARGE DEMO SET.wav
245	Spectrogram 1	1	6668.624104	6669.001001	0	24000	0.3769	24000	-82.48	LARGE DEMO SET.wav
246	Spectrogram 1	1	6669.20221	6669.574462	0	24000	0.3723	24000	-82.56	LARGE DEMO SET.wav
247	Spectrogram 1	1	6669.756878	6670.197095	0	24000	0.4402	24000	-82.4	LARGE DEMO SET.wav
248	Spectrogram 1	1	6670.546214	6670.940047	0	24000	0.3938	24000	-82.75	LARGE DEMO SET.wav
249	Spectrogram 1	1	6671.228882	6671.603674	0	24000	0.3748	24000	-82.14	LARGE DEMO SET.wav
250	Spectrogram 1	1	6671.930778	6672.307676	0	24000	0.3769	24000	-81.03	LARGE DEMO SET.wav
251	Spectrogram 1	1	6672.72222	6673.116054	0	24000	0.3938	24000	-81.34	LARGE DEMO SET.wav
252	Spectrogram 1	1	6675.386787	6675.889397	0	24000	0.5026	24000	-72.08	LARGE DEMO SET.wav
253	Spectrogram 1	1	6676.220896	6677.065023	0	24000	0.8441	24000	-64.91	LARGE DEMO SET.wav
254	Spectrogram 1	1	6679.50413	6680.010452	0	24000	0.5063	24000	-62.15	LARGE DEMO SET.wav
255	Spectrogram 1	1	6680.810967	6681.884083	0	24000	1.0731	24000	-68.59	LARGE DEMO SET.wav
256	Spectrogram 1	1	6682.53558	6682.846372	0	24000	0.3108	24000	-83.28	LARGE DEMO SET.wav
257	Spectrogram 1	1	6747.862221	6748.188054	0	24000	0.3258	24000	-80.36	LARGE DEMO SET.wav
258	Spectrogram 1	1	6772.178491	6772.638617	0	24000	0.4601	24000	-77.79	LARGE DEMO SET.wav
259	Spectrogram 1	1	6782.891297	6783.753314	0	24000	0.862	24000	-66.71	LARGE DEMO SET.wav
260	Spectrogram 1	1	6783.851673	6784.198839	0	24000	0.3472	24000	-68.11	LARGE DEMO SET.wav
261	Spectrogram 1	1	6801.110023	6801.414896	0	24000	0.3049	24000	-86.33	LARGE DEMO SET.wav
262	Spectrogram 1	1	6808.022419	6808.497826	0	24000	0.4754	24000	-63.29	LARGE DEMO SET.wav
263	Spectrogram 1	1	6808.829258	6809.141431	0	24000	0.3122	24000	-68.21	LARGE DEMO SET.wav
264	Spectrogram 1	1	6809.238049	6809.564256	0	24000	0.3262	24000	-68.19	LARGE DEMO SET.wav
265	Spectrogram 1	1	6855.528052	6856.265512	0	24000	0.7375	24000	-63.46	LARGE DEMO SET.wav
266	Spectrogram 1	1	6857.256057	6857.671081	0	24000	0.415	24000	-60.11	LARGE DEMO SET.wav
267	Spectrogram 1	1	6857.960059	6858.35375	0	24000	0.3937	24000	-56.41	LARGE DEMO SET.wav
268	Spectrogram 1	1	6858.497252	6859.399087	0	24000	0.9018	24000	-52.19	LARGE DEMO SET.wav
269	Spectrogram 1	1	6859.922731	6860.233523	0	24000	0.3108	24000	-59.14	LARGE DEMO SET.wav
270	Spectrogram 1	1	6861.163928	6861.447094	0	24000	0.2832	24000	-57	LARGE DEMO SET.wav
271	Spectrogram 1	1	6862.461404	6862.855098	0	24000	0.3937	24000	-53.47	LARGE DEMO SET.wav
272	Spectrogram 1	1	6863.169267	6863.559101	0	24000	0.3898	24000	-47.04	LARGE DEMO SET.wav
273	Spectrogram 1	1	6863.93727	6864.220436	0	24000	0.2832	24000	-53.13	LARGE DEMO SET.wav
274	Spectrogram 1	1	6864.662606	6864.945772	0	24000	0.2832	24000	-58.39	LARGE DEMO SET.wav
275	Spectrogram 1	1	6866.130748	6866.652444	0	24000	0.5217	24000	-78.37	LARGE DEMO SET.wav
276	Spectrogram 1	1	6868.09342	6868.597574	0	24000	0.5042	24000	-64.94	LARGE DEMO SET.wav
277	Spectrogram 1	1	6868.925422	6869.342881	0	24000	0.4175	24000	-63.66	LARGE DEMO SET.wav
278	Spectrogram 1	1	6956.588242	6956.914075	0	24000	0.3258	24000	-70.47	LARGE DEMO SET.wav
279	Spectrogram 1	1	6982.678994	6982.96216	0	24000	0.2832	24000	-83.22	LARGE DEMO SET.wav
280	Spectrogram 1	1	6983.037733	6983.348526	0	24000	0.3108	24000	-81.31	LARGE DEMO SET.wav
281	Spectrogram 1	1	6983.596331	6984.284831	0	24000	0.6885	24000	-82.6	LARGE DEMO SET.wav
282	Spectrogram 1	1	6984.300333	6984.583499	0	24000	0.2832	24000	-78.68	LARGE DEMO SET.wav
283	Spectrogram 1	1	6987.62796	6988.274408	0	24000	0.6464	24000	-95.45	LARGE DEMO SET.wav
284	Spectrogram 1	1	6988.609297	6988.999744	0	24000	0.3904	24000	-93.32	LARGE DEMO SET.wav
285	Spectrogram 1	1	7007.340409	7007.666242	0	24000	0.3258	24000	-88.49	LARGE DEMO SET.wav
286	Spectrogram 1	1	7056.705517	7056.967964	0	24000	0.2624	24000	-79.4	LARGE DEMO SET.wav
287	Spectrogram 1	1	7146.369808	7146.632254	0	24000	0.2624	24000	-76.46	LARGE DEMO SET.wav
288	Spectrogram 1	1	7164.072894	7164.555622	0	24000	0.4827	24000	-83.03	LARGE DEMO SET.wav
289	Spectrogram 1	1	7175.810297	7176.629053	0	24000	0.8188	24000	-64.25	LARGE DEMO SET.wav
290	Spectrogram 1	1	7176.919634	7177.2028	0	24000	0.2832	24000	-61.47	LARGE DEMO SET.wav
291	Spectrogram 1	1	7225.495794	7225.77896	0	24000	0.2832	24000	-62.74	LARGE DEMO SET.wav
292	Spectrogram 1	1	7243.94879	7244.211237	0	24000	0.2624	24000	-92.34	LARGE DEMO SET.wav
293	Spectrogram 1	1	7249.282539	7249.565705	0	24000	0.2832	24000	-84.03	LARGE DEMO SET.wav
294	Spectrogram 1	1	7252.141215	7252.895928	0	24000	0.7547	24000	-77.24	LARGE DEMO SET.wav
295	Spectrogram 1	1	7292.887616	7318.8566	0	24000	25.969	24000	-54.38	LARGE DEMO SET.wav
296	Spectrogram 1	1	7318.872101	7319.347268	0	24000	0.4752	24000	-49.21	LARGE DEMO SET.wav
297	Spectrogram 1	1	7320.019987	7320.541939	0	24000	0.522	24000	-60.17	LARGE DEMO SET.wav
298	Spectrogram 1	1	7321.133442	7321.416608	0	24000	0.2832	24000	-47.37	LARGE DEMO SET.wav
299	Spectrogram 1	1	7325.460002	7325.960623	0	24000	0.5006	24000	-75.43	LARGE DEMO SET.wav
300	Spectrogram 1	1	7331.04935	7331.464641	0	24000	0.4153	24000	-82.16	LARGE DEMO SET.wav
301	Spectrogram 1	1	7332.503744	7333.281363	0	24000	0.7776	24000	-67.89	LARGE DEMO SET.wav
302	Spectrogram 1	1	7358.872233	7359.155399	0	24000	0.2832	24000	-89	LARGE DEMO SET.wav
303	Spectrogram 1	1	7366.441447	7366.984758	0	24000	0.5433	24000	-53.79	LARGE DEMO SET.wav
304	Spectrogram 1	1	7369.368268	7369.651434	0	24000	0.2832	24000	-63.28	LARGE DEMO SET.wav
305	Spectrogram 1	1	7375.277621	7375.603453	0	24000	0.3258	24000	-47.48	LARGE DEMO SET.wav
306	Spectrogram 1	1	7378.733632	7379.701608	0	24000	0.968	24000	-64.6	LARGE DEMO SET.wav
307	Spectrogram 1	1	7380.440304	7380.787471	0	24000	0.3472	24000	-70.19	LARGE DEMO SET.wav
308	Spectrogram 1	1	7381.464308	7381.747474	0	24000	0.2832	24000	-73.53	LARGE DEMO SET.wav
309	Spectrogram 1	1	7387.629256	7388.083703	0	24000	0.4544	24000	-89.43	LARGE DEMO SET.wav
310	Spectrogram 1	1	7410.711997	7410.99557	0	24000	0.2836	24000	-89.8	LARGE DEMO SET.wav
311	Spectrogram 1	1	7414.040415	7414.643582	0	24000	0.6032	24000	-64.91	LARGE DEMO SET.wav
312	Spectrogram 1	1	7416.64309	7416.968923	0	24000	0.3258	24000	-81.49	LARGE DEMO SET.wav
313	Spectrogram 1	1	7417.219092	7417.694466	0	24000	0.4754	24000	-86.76	LARGE DEMO SET.wav
314	Spectrogram 1	1	7421.570699	7422.067813	0	24000	0.4971	24000	-89.6	LARGE DEMO SET.wav
315	Spectrogram 1	1	7425.155118	7425.608951	0	24000	0.4538	24000	-88.31	LARGE DEMO SET.wav
316	Spectrogram 1	1	7426.114714	7426.37716	0	24000	0.2624	24000	-88.08	LARGE DEMO SET.wav
317	Spectrogram 1	1	7426.883124	7432.307846	0	24000	5.4247	24000	-69.85	LARGE DEMO SET.wav
318	Spectrogram 1	1	7432.472476	7451.55037	0	24000	19.0779	24000	-51.79	LARGE DEMO SET.wav
319	Spectrogram 1	1	7451.715206	7452.169039	0	24000	0.4538	24000	-71.09	LARGE DEMO SET.wav
320	Spectrogram 1	1	7453.417684	7453.961045	0	24000	0.5434	24000	-65.71	LARGE DEMO SET.wav
321	Spectrogram 1	1	7455.036669	7455.731922	0	24000	0.6953	24000	-65.65	LARGE DEMO SET.wav
322	Spectrogram 1	1	7456.19522	7456.649258	0	24000	0.454	24000	-55.32	LARGE DEMO SET.wav
323	Spectrogram 1	1	7456.685889	7456.990593	0	24000	0.3047	24000	-58.1	LARGE DEMO SET.wav
324	Spectrogram 1	1	7457.321695	7457.632487	0	24000	0.3108	24000	-60.86	LARGE DEMO SET.wav
325	Spectrogram 1	1	7460.628371	7461.36394	0	24000	0.7356	24000	-68.55	LARGE DEMO SET.wav
326	Spectrogram 1	1	7462.552575	7463.433076	0	24000	0.8805	24000	-64.22	LARGE DEMO SET.wav
327	Spectrogram 1	1	7464.941916	7477.769123	0	24000	12.8272	24000	-42.77	LARGE DEMO SET.wav
328	Spectrogram 1	1	7478.083292	7478.643996	0	24000	0.5607	24000	-43.33	LARGE DEMO SET.wav
329	Spectrogram 1	1	7478.829962	7479.646463	0	24000	0.8165	24000	-55.14	LARGE DEMO SET.wav
330	Spectrogram 1	1	7479.725965	7480.009131	0	24000	0.2832	24000	-61.87	LARGE DEMO SET.wav
331	Spectrogram 1	1	7480.301966	7480.585132	0	24000	0.2832	24000	-52.68	LARGE DEMO SET.wav
332	Spectrogram 1	1	7483.288643	7483.614476	0	24000	0.3258	24000	-63.85	LARGE DEMO SET.wav
333	Spectrogram 1	1	7487.789991	7488.13736	0	24000	0.3474	24000	-78.09	LARGE DEMO SET.wav
334	Spectrogram 1	1	7488.515327	7488.90516	0	24000	0.3898	24000	-65.45	LARGE DEMO SET.wav
335	Spectrogram 1	1	7489.389996	7489.673162	0	24000	0.2832	24000	-54.59	LARGE DEMO SET.wav
336	Spectrogram 1	1	7491.331336	7491.614502	0	24000	0.2832	24000	-70.77	LARGE DEMO SET.wav
337	Spectrogram 1	1	7496.942021	7500.126732	0	24000	3.1847	24000	-53.21	LARGE DEMO SET.wav
338	Spectrogram 1	1	7500.376287	7500.983102	0	24000	0.6068	24000	-51.75	LARGE DEMO SET.wav
339	Spectrogram 1	1	7501.934038	7502.36674	0	24000	0.4327	24000	-53.9	LARGE DEMO SET.wav
340	Spectrogram 1	1	7502.76604	7504.094543	0	24000	1.3285	24000	-60.45	LARGE DEMO SET.wav
341	Spectrogram 1	1	7506.324496	7506.635288	0	24000	0.3108	24000	-88.13	LARGE DEMO SET.wav
342	Spectrogram 1	1	7507.117643	7507.465221	0	24000	0.3476	24000	-86.46	LARGE DEMO SET.wav
343	Spectrogram 1	1	7510.189653	7510.452099	0	24000	0.2624	24000	-90.98	LARGE DEMO SET.wav
344	Spectrogram 1	1	7510.830067	7511.326567	0	24000	0.4965	24000	-58.82	LARGE DEMO SET.wav
345	Spectrogram 1	1	7512.302072	7512.585238	0	24000	0.2832	24000	-81.05	LARGE DEMO SET.wav
346	Spectrogram 1	1	7524.543212	7524.918004	0	24000	0.3748	24000	-57.56	LARGE DEMO SET.wav
347	Spectrogram 1	1	7525.545881	7525.875948	0	24000	0.3301	24000	-63.29	LARGE DEMO SET.wav
348	Spectrogram 1	1	7525.929882	7526.240675	0	24000	0.3108	24000	-60.89	LARGE DEMO SET.wav
349	Spectrogram 1	1	7526.42055	7527.006619	0	24000	0.5861	24000	-69.67	LARGE DEMO SET.wav
350	Spectrogram 1	1	7540.227497	7540.61733	0	24000	0.3898	24000	-68.34	LARGE DEMO SET.wav
351	Spectrogram 1	1	7549.628898	7550.155407	0	24000	0.5265	24000	-69.7	LARGE DEMO SET.wav
352	Spectrogram 1	1	7559.975589	7560.480768	0	24000	0.5052	24000	-71.79	LARGE DEMO SET.wav
353	Spectrogram 1	1	7562.072902	7562.420069	0	24000	0.3472	24000	-76.72	LARGE DEMO SET.wav
354	Spectrogram 1	1	7566.616502	7567.287262	0	24000	0.6708	24000	-60.8	LARGE DEMO SET.wav
355	Spectrogram 1	1	7580.031364	7580.939491	0	24000	0.9081	24000	-76.99	LARGE DEMO SET.wav
356	Spectrogram 1	1	7581.546034	7582.494801	0	24000	0.9488	24000	-73.53	LARGE DEMO SET.wav
357	Spectrogram 1	1	7583.018038	7583.392831	0	24000	0.3748	24000	-76.81	LARGE DEMO SET.wav
358	Spectrogram 1	1	7583.871374	7584.201474	0	24000	0.3301	24000	-83.75	LARGE DEMO SET.wav
359	Spectrogram 1	1	7584.55831	7585.015304	0	24000	0.457	24000	-86.84	LARGE DEMO SET.wav
360	Spectrogram 1	1	7594.64901	7595.595531	0	24000	0.9465	24000	-82.4	LARGE DEMO SET.wav
361	Spectrogram 1	1	7596.714076	7597.110201	0	24000	0.3961	24000	-90.42	LARGE DEMO SET.wav
362	Spectrogram 1	1	7609.838393	7610.121755	0	24000	0.2834	24000	-94.86	LARGE DEMO SET.wav
363	Spectrogram 1	1	7613.080652	7613.44957	0	24000	0.3689	24000	-90.67	LARGE DEMO SET.wav
364	Spectrogram 1	1	7632.426173	7632.736965	0	24000	0.3108	24000	-91.87	LARGE DEMO SET.wav
365	Spectrogram 1	1	7647.875852	7648.244351	0	24000	0.3685	24000	-83.74	LARGE DEMO SET.wav
366	Spectrogram 1	1	7653.330482	7653.602137	0	24000	0.2717	24000	-80.62	LARGE DEMO SET.wav
367	Spectrogram 1	1	7657.876909	7658.593036	0	24000	0.7161	24000	-80.02	LARGE DEMO SET.wav
368	Spectrogram 1	1	7659.754248	7660.107707	0	24000	0.3535	24000	-86.22	LARGE DEMO SET.wav
369	Spectrogram 1	1	7665.30093	7665.739722	0	24000	0.4388	24000	-70.62	LARGE DEMO SET.wav
370	Spectrogram 1	1	7669.379922	7669.791089	0	24000	0.4112	24000	-82.34	LARGE DEMO SET.wav
371	Spectrogram 1	1	7686.489312	7686.772478	0	24000	0.2832	24000	-63.64	LARGE DEMO SET.wav
372	Spectrogram 1	1	7688.728897	7689.250223	0	24000	0.5213	24000	-66.08	LARGE DEMO SET.wav
373	Spectrogram 1	1	7689.305321	7689.588487	0	24000	0.2832	24000	-65.34	LARGE DEMO SET.wav
374	Spectrogram 1	1	7690.538332	7691.551161	0	24000	1.0128	24000	-68.55	LARGE DEMO SET.wav
375	Spectrogram 1	1	7692.906338	7693.3005	0	24000	0.3942	24000	-81.03	LARGE DEMO SET.wav
376	Spectrogram 1	1	7701.272938	7702.068529	0	24000	0.7956	24000	-82.67	LARGE DEMO SET.wav
377	Spectrogram 1	1	7702.616942	7703.071198	0	24000	0.4543	24000	-84.44	LARGE DEMO SET.wav
378	Spectrogram 1	1	7704.533037	7705.055205	0	24000	0.5222	24000	-76.43	LARGE DEMO SET.wav
379	Spectrogram 1	1	7709.188053	7710.07051	0	24000	0.8825	24000	-63.62	LARGE DEMO SET.wav
380	Spectrogram 1	1	7710.101052	7710.943415	0	24000	0.8424	24000	-65.39	LARGE DEMO SET.wav
381	Spectrogram 1	1	7718.40366	7718.729917	0	24000	0.3263	24000	-84.46	LARGE DEMO SET.wav
382	Spectrogram 1	1	7731.225459	7731.508625	0	24000	0.2832	24000	-88.12	LARGE DEMO SET.wav
383	Spectrogram 1	1	7739.178465	7739.572652	0	24000	0.3942	24000	-93.6	LARGE DEMO SET.wav
384	Spectrogram 1	1	7744.473503	7744.756669	0	24000	0.2832	24000	-87.2	LARGE DEMO SET.wav
385	Spectrogram 1	1	7783.786587	7784.097379	0	24000	0.3108	24000	-78.33	LARGE DEMO SET.wav
386	Spectrogram 1	1	7785.07097	7785.718716	0	24000	0.6477	24000	-84.81	LARGE DEMO SET.wav
387	Spectrogram 1	1	7787.797264	7788.918725	0	24000	1.1215	24000	-79.58	LARGE DEMO SET.wav
388	Spectrogram 1	1	7820.655087	7821.301106	0	24000	0.646	24000	-77.68	LARGE DEMO SET.wav
389	Spectrogram 1	1	7851.097854	7851.423687	0	24000	0.3258	24000	-91.95	LARGE DEMO SET.wav
390	Spectrogram 1	1	7870.19125	7870.666417	0	24000	0.4752	24000	-77.2	LARGE DEMO SET.wav
391	Spectrogram 1	1	7882.820193	7883.103791	0	24000	0.2836	24000	-93.28	LARGE DEMO SET.wav
392	Spectrogram 1	1	7930.607449	7930.890615	0	24000	0.2832	24000	-93.72	LARGE DEMO SET.wav
393	Spectrogram 1	1	7974.613774	7975.24558	0	24000	0.6318	24000	-72.33	LARGE DEMO SET.wav
394	Spectrogram 1	1	7975.445777	7976.439237	0	24000	0.9935	24000	-83.79	LARGE DEMO SET.wav
395	Spectrogram 1	1	7985.668964	7986.058797	0	24000	0.3898	24000	-61.3	LARGE DEMO SET.wav
396	Spectrogram 1	1	7986.112472	7986.720308	0	24000	0.6078	24000	-64.66	LARGE DEMO SET.wav
397	Spectrogram 1	1	7989.653815	7990.817943	0	24000	1.1641	24000	-80.3	LARGE DEMO SET.wav
398	Spectrogram 1	1	7990.938315	7991.712149	0	24000	0.7738	24000	-83.79	LARGE DEMO SET.wav
399	Spectrogram 1	1	7997.871232	7998.538838	0	24000	0.6676	24000	-80.18	LARGE DEMO SET.wav
400	Spectrogram 1	1	7999.74901	8000.140635	0	24000	0.3916	24000	-88.81	LARGE DEMO SET.wav
401	Spectrogram 1	1	8000.363178	8000.821512	0	24000	0.4583	24000	-89.37	LARGE DEMO SET.wav
402	Spectrogram 1	1	8001.647244	8002.421518	0	24000	0.7743	24000	-93.07	LARGE DEMO SET.wav
403	Spectrogram 1	1	8002.859185	8003.169977	0	24000	0.3108	24000	-92.93	LARGE DEMO SET.wav
404	Spectrogram 1	1	8007.29653	8007.777989	0	24000	0.4815	24000	-87.19	LARGE DEMO SET.wav
405	Spectrogram 1	1	8009.477042	8009.824209	0	24000	0.3472	24000	-91.81	LARGE DEMO SET.wav
406	Spectrogram 1	1	8019.823743	8020.106909	0	24000	0.2832	24000	-92.54	LARGE DEMO SET.wav
407	Spectrogram 1	1	8043.610488	8043.893654	0	24000	0.2832	24000	-93.58	LARGE DEMO SET.wav
408	Spectrogram 1	1	8061.120677	8061.621713	0	24000	0.501	24000	-93.99	LARGE DEMO SET.wav
409	Spectrogram 1	1	8064.282556	8064.844812	0	24000	0.5623	24000	-87.69	LARGE DEMO SET.wav
410	Spectrogram 1	1	8065.771356	8066.380816	0	24000	0.6095	24000	-78.84	LARGE DEMO SET.wav
411	Spectrogram 1	1	8070.806037	8071.116829	0	24000	0.3108	24000	-74.31	LARGE DEMO SET.wav
412	Spectrogram 1	1	8071.531372	8071.927498	0	24000	0.3961	24000	-79.15	LARGE DEMO SET.wav
413	Spectrogram 1	1	8074.390047	8075.447507	0	24000	1.0575	24000	-82.62	LARGE DEMO SET.wav
414	Spectrogram 1	1	8076.587386	8079.522185	0	24000	2.9348	24000	-72.71	LARGE DEMO SET.wav
415	Spectrogram 1	1	8079.638061	8080.460854	0	24000	0.8228	24000	-85.92	LARGE DEMO SET.wav
416	Spectrogram 1	1	8081.214181	8082.16578	0	24000	0.9516	24000	-88.76	LARGE DEMO SET.wav
417	Spectrogram 1	1	8083.286071	8083.597842	0	24000	0.3118	24000	-75.36	LARGE DEMO SET.wav
418	Spectrogram 1	1	8083.823954	8084.194198	0	24000	0.3702	24000	-86.49	LARGE DEMO SET.wav
419	Spectrogram 1	1	8084.416741	8084.876867	0	24000	0.4601	24000	-88.75	LARGE DEMO SET.wav
420	Spectrogram 1	1	8084.886075	8085.261846	0	24000	0.3758	24000	-80.3	LARGE DEMO SET.wav
421	Spectrogram 1	1	8124.182183	8124.812976	0	24000	0.6308	24000	-86.49	LARGE DEMO SET.wav
422	Spectrogram 1	1	8125.654187	8126.732981	0	24000	1.0788	24000	-91.18	LARGE DEMO SET.wav
423	Spectrogram 1	1	8127.232858	8127.73565	0	24000	0.5028	24000	-95.45	LARGE DEMO SET.wav
424	Spectrogram 1	1	8129.003529	8129.54727	0	24000	0.5437	24000	-91.81	LARGE DEMO SET.wav
425	Spectrogram 1	1	8130.240866	8132.770331	0	24000	2.5295	24000	-83.08	LARGE DEMO SET.wav
426	Spectrogram 1	1	8135.872881	8136.183673	0	24000	0.3108	24000	-92.78	LARGE DEMO SET.wav
427	Spectrogram 1	1	8137.366219	8137.677011	0	24000	0.3108	24000	-90.8	LARGE DEMO SET.wav
428	Spectrogram 1	1	8137.75022	8138.061012	0	24000	0.3108	24000	-83.87	LARGE DEMO SET.wav
429	Spectrogram 1	1	8138.347555	8138.658347	0	24000	0.3108	24000	-92.62	LARGE DEMO SET.wav
430	Spectrogram 1	1	8152.128926	8152.715346	0	24000	0.5864	24000	-71.95	LARGE DEMO SET.wav
431	Spectrogram 1	1	8155.627602	8156.152684	0	24000	0.5251	24000	-75.31	LARGE DEMO SET.wav
432	Spectrogram 1	1	8159.535755	8160.032869	0	24000	0.4971	24000	-63.52	LARGE DEMO SET.wav
433	Spectrogram 1	1	8160.150281	8160.461073	0	24000	0.3108	24000	-66.82	LARGE DEMO SET.wav
434	Spectrogram 1	1	8160.538873	8160.822039	0	24000	0.2832	24000	-64.67	LARGE DEMO SET.wav
435	Spectrogram 1	1	8164.438293	8164.749085	0	24000	0.3108	24000	-87.55	LARGE DEMO SET.wav
436	Spectrogram 1	1	8165.334295	8165.730421	0	24000	0.3961	24000	-81.27	LARGE DEMO SET.wav
437	Spectrogram 1	1	8192.598369	8193.229162	0	24000	0.6308	24000	-78.93	LARGE DEMO SET.wav
438	Spectrogram 1	1	8193.494372	8194.018498	0	24000	0.5241	24000	-91.98	LARGE DEMO SET.wav
439	Spectrogram 1	1	8194.219707	8194.530499	0	24000	0.3108	24000	-93.22	LARGE DEMO SET.wav
440	Spectrogram 1	1	8195.030376	8195.341168	0	24000	0.3108	24000	-78.92	LARGE DEMO SET.wav
441	Spectrogram 1	1	8195.37171	8195.831836	0	24000	0.4601	24000	-87.58	LARGE DEMO SET.wav
442	Spectrogram 1	1	8195.905045	8196.365171	0	24000	0.4601	24000	-84.84	LARGE DEMO SET.wav
443	Spectrogram 1	1	8196.865048	8197.474507	0	24000	0.6095	24000	-90.3	LARGE DEMO SET.wav
444	Spectrogram 1	1	8197.907797	8199.350166	0	24000	1.4424	24000	-87.57	LARGE DEMO SET.wav
445	Spectrogram 1	1	8202.096343	8202.530521	0	24000	0.4342	24000	-85.33	LARGE DEMO SET.wav
446	Spectrogram 1	1	8203.333681	8203.723677	0	24000	0.39	24000	-81.07	LARGE DEMO SET.wav
447	Spectrogram 1	1	8205.487904	8205.750351	0	24000	0.2624	24000	-68.65	LARGE DEMO SET.wav
448	Spectrogram 1	1	8215.361098	8215.799891	0	24000	0.4388	24000	-90.91	LARGE DEMO SET.wav
449	Spectrogram 1	1	8218.689107	8219.1279	0	24000	0.4388	24000	-92.96	LARGE DEMO SET.wav
450	Spectrogram 1	1	8237.488008	8238.029285	0	24000	0.5413	24000	-76.28	LARGE DEMO SET.wav
451	Spectrogram 1	1	8240.363833	8241.165293	0	24000	0.8015	24000	-81.76	LARGE DEMO SET.wav
452	Spectrogram 1	1	8241.430503	8242.166307	0	24000	0.7358	24000	-87.37	LARGE DEMO SET.wav
453	Spectrogram 1	1	8243.713176	8246.285307	0	24000	2.5721	24000	-85.18	LARGE DEMO SET.wav
454	Spectrogram 1	1	8250.838528	8251.297004	0	24000	0.4585	24000	-87.15	LARGE DEMO SET.wav
455	Spectrogram 1	1	8256.624523	8256.950356	0	24000	0.3258	24000	-92.58	LARGE DEMO SET.wav
456	Spectrogram 1	1	8294.529314	8294.92544	0	24000	0.3961	24000	-75.87	LARGE DEMO SET.wav
457	Spectrogram 1	1	8306.28823	8307.020012	0	24000	0.7318	24000	-64.84	LARGE DEMO SET.wav
458	Spectrogram 1	1	8307.077566	8307.403855	0	24000	0.3263	24000	-64.97	LARGE DEMO SET.wav
459	Spectrogram 1	1	8308.649397	8309.133479	0	24000	0.4841	24000	-85.18	LARGE DEMO SET.wav
460	Spectrogram 1	1	8309.761356	8310.072148	0	24000	0.3108	24000	-87.6	LARGE DEMO SET.wav
461	Spectrogram 1	1	8336.982764	8337.336223	0	24000	0.3535	24000	-91.62	LARGE DEMO SET.wav
462	Spectrogram 1	1	8337.452098	8337.76289	0	24000	0.3108	24000	-89.31	LARGE DEMO SET.wav
463	Spectrogram 1	1	8338.412101	8338.872227	0	24000	0.4601	24000	-72.7	LARGE DEMO SET.wav
464	Spectrogram 1	1	8340.677675	8341.133566	0	24000	0.4559	24000	-90.82	LARGE DEMO SET.wav
465	Spectrogram 1	1	8359.958826	8360.39603	0	24000	0.4372	24000	-76.05	LARGE DEMO SET.wav
466	Spectrogram 1	1	8379.862881	8380.173673	0	24000	0.3108	24000	-89.63	LARGE DEMO SET.wav
467	Spectrogram 1	1	8388.758905	8389.089458	0	24000	0.3306	24000	-81.22	LARGE DEMO SET.wav
468	Spectrogram 1	1	8409.897642	8410.230861	0	24000	0.3332	24000	-77.63	LARGE DEMO SET.wav
469	Spectrogram 1	1	8415.745645	8416.269771	0	24000	0.5241	24000	-72.39	LARGE DEMO SET.wav
470	Spectrogram 1	1	8420.187728	8420.537322	0	24000	0.3496	24000	-79.88	LARGE DEMO SET.wav
471	Spectrogram 1	1	8426.604342	8426.979134	0	24000	0.3748	24000	-95.47	LARGE DEMO SET.wav
472	Spectrogram 1	1	8428.012346	8429.069806	0	24000	1.0575	24000	-69.36	LARGE DEMO SET.wav
473	Spectrogram 1	1	8429.339758	8429.644409	0	24000	0.3047	24000	-61.54	LARGE DEMO SET.wav
474	Spectrogram 1	1	8429.823023	8430.094679	0	24000	0.2717	24000	-62.78	LARGE DEMO SET.wav
475	Spectrogram 1	1	8430.80702	8431.478931	0	24000	0.6719	24000	-77.74	LARGE DEMO SET.wav
476	Spectrogram 1	1	8431.707766	8432.035148	0	24000	0.3274	24000	-87.29	LARGE DEMO SET.wav
477	Spectrogram 1	1	8438.572374	8438.902955	0	24000	0.3306	24000	-80.12	LARGE DEMO SET.wav
478	Spectrogram 1	1	8445.524395	8446.476313	0	24000	0.9519	24000	-72.2	LARGE DEMO SET.wav
