Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File
723	Spectrogram 1	1	9836.912192	9837.606986	0	24000	0.6948	24000	-86.72	LARGE DEMO SET.wav
724	Spectrogram 1	1	9840.688203	9840.998995	0	24000	0.3108	24000	-59.12	LARGE DEMO SET.wav
725	Spectrogram 1	1	9845.89355	9846.204342	0	24000	0.3108	24000	-88.28	LARGE DEMO SET.wav
726	Spectrogram 1	1	9857.823921	9858.321035	0	24000	0.4971	24000	-62.6	LARGE DEMO SET.wav
727	Spectrogram 1	1	9858.699132	9859.622373	0	24000	0.9232	24000	-66.04	LARGE DEMO SET.wav
728	Spectrogram 1	1	9859.866922	9860.305714	0	24000	0.4388	24000	-87.48	LARGE DEMO SET.wav
729	Spectrogram 1	1	9860.570924	9861.03105	0	24000	0.4601	24000	-83.54	LARGE DEMO SET.wav
730	Spectrogram 1	1	9861.424259	9861.92747	0	24000	0.5032	24000	-75.49	LARGE DEMO SET.wav
731	Spectrogram 1	1	9862.530483	9862.844388	0	24000	0.3139	24000	-67.01	LARGE DEMO SET.wav
732	Spectrogram 1	1	9869.338948	9869.756822	0	24000	0.4179	24000	-90.27	LARGE DEMO SET.wav
733	Spectrogram 1	1	9871.088286	9871.761007	0	24000	0.6727	24000	-91.29	LARGE DEMO SET.wav
734	Spectrogram 1	1	9875.914647	9876.283688	0	24000	0.369	24000	-74.23	LARGE DEMO SET.wav
735	Spectrogram 1	1	9880.090977	9880.487103	0	24000	0.3961	24000	-81.22	LARGE DEMO SET.wav
736	Spectrogram 1	1	9887.941665	9888.316457	0	24000	0.3748	24000	-74.26	LARGE DEMO SET.wav
737	Spectrogram 1	1	9896.458713	9896.742422	0	24000	0.2837	24000	-54.42	LARGE DEMO SET.wav
738	Spectrogram 1	1	9898.848597	9899.238431	0	24000	0.3898	24000	-56.61	LARGE DEMO SET.wav
739	Spectrogram 1	1	9899.248363	9899.559155	0	24000	0.3108	24000	-54.27	LARGE DEMO SET.wav
740	Spectrogram 1	1	9899.7446	9900.155837	0	24000	0.4112	24000	-45.68	LARGE DEMO SET.wav
741	Spectrogram 1	1	9902.085704	9902.609108	0	24000	0.5234	24000	-55.49	LARGE DEMO SET.wav
742	Spectrogram 1	1	9908.03772	9908.582461	0	24000	0.5447	24000	-87.26	LARGE DEMO SET.wav
743	Spectrogram 1	1	9918.171081	9918.844541	0	24000	0.6735	24000	-81.01	LARGE DEMO SET.wav
744	Spectrogram 1	1	9922.331092	9922.812552	0	24000	0.4815	24000	-88.38	LARGE DEMO SET.wav
745	Spectrogram 1	1	9926.299103	9926.609895	0	24000	0.3108	24000	-80.76	LARGE DEMO SET.wav
746	Spectrogram 1	1	9928.005775	9928.316567	0	24000	0.3108	24000	-87.07	LARGE DEMO SET.wav
747	Spectrogram 1	1	9932.229786	9932.689207	0	24000	0.4594	24000	-82.76	LARGE DEMO SET.wav
748	Spectrogram 1	1	9935.365795	9936.572589	0	24000	1.2068	24000	-82.21	LARGE DEMO SET.wav
749	Spectrogram 1	1	9938.651137	9939.40923	0	24000	0.7581	24000	-83.66	LARGE DEMO SET.wav
750	Spectrogram 1	1	9942.768482	9943.185941	0	24000	0.4175	24000	-74.89	LARGE DEMO SET.wav
751	Spectrogram 1	1	9964.960815	9965.371982	0	24000	0.4112	24000	-65.27	LARGE DEMO SET.wav
752	Spectrogram 1	1	9968.267493	9968.699993	0	24000	0.4325	24000	-41.73	LARGE DEMO SET.wav
753	Spectrogram 1	1	9972.741897	9973.329341	0	24000	0.5874	24000	-56.93	LARGE DEMO SET.wav
754	Spectrogram 1	1	9983.89926	9986.151391	0	24000	2.2521	24000	-66.57	LARGE DEMO SET.wav
755	Spectrogram 1	1	9986.1606	9987.068727	0	24000	0.9081	24000	-72.85	LARGE DEMO SET.wav
756	Spectrogram 1	1	9987.099269	9987.750722	0	24000	0.6515	24000	-76.22	LARGE DEMO SET.wav
757	Spectrogram 1	1	9987.845938	9988.604731	0	24000	0.7588	24000	-69.73	LARGE DEMO SET.wav
758	Spectrogram 1	1	9988.997941	9990.247402	0	24000	1.2495	24000	-71.23	LARGE DEMO SET.wav
759	Spectrogram 1	1	9990.341945	9990.652737	0	24000	0.3108	24000	-91.4	LARGE DEMO SET.wav
760	Spectrogram 1	1	10001.76039	10002.02283	0	24000	0.2624	24000	-91.57	LARGE DEMO SET.wav
761	Spectrogram 1	1	10010.63	10011.19716	0	24000	0.5672	24000	-82.38	LARGE DEMO SET.wav
762	Spectrogram 1	1	10012.358	10012.83946	0	24000	0.4815	24000	-81.31	LARGE DEMO SET.wav
763	Spectrogram 1	1	10013.70201	10014.2688	0	24000	0.5668	24000	-76.82	LARGE DEMO SET.wav
764	Spectrogram 1	1	10014.87535	10015.65481	0	24000	0.7795	24000	-78.11	LARGE DEMO SET.wav
765	Spectrogram 1	1	10016.32602	10016.89281	0	24000	0.5668	24000	-85.96	LARGE DEMO SET.wav
766	Spectrogram 1	1	10017.69135	10018.27948	0	24000	0.5881	24000	-75.29	LARGE DEMO SET.wav
767	Spectrogram 1	1	10020.14469	10020.58349	0	24000	0.4388	24000	-88.25	LARGE DEMO SET.wav
768	Spectrogram 1	1	10021.85136	10022.43949	0	24000	0.5881	24000	-62.35	LARGE DEMO SET.wav
769	Spectrogram 1	1	10023.19537	10023.93217	0	24000	0.7368	24000	-74.69	LARGE DEMO SET.wav
770	Spectrogram 1	1	10026.88604	10027.4315	0	24000	0.5455	24000	-83.41	LARGE DEMO SET.wav
771	Spectrogram 1	1	10035.01407	10035.62353	0	24000	0.6095	24000	-72.44	LARGE DEMO SET.wav
772	Spectrogram 1	1	10036.5074	10037.24428	0	24000	0.7369	24000	-63.08	LARGE DEMO SET.wav
773	Spectrogram 1	1	10037.91224	10039.2719	0	24000	1.3597	24000	-54.08	LARGE DEMO SET.wav
774	Spectrogram 1	1	10039.60075	10040.10296	0	24000	0.5022	24000	-64.48	LARGE DEMO SET.wav
775	Spectrogram 1	1	10045.29676	10045.96958	0	24000	0.6728	24000	-84.32	LARGE DEMO SET.wav
776	Spectrogram 1	1	10049.58477	10049.9809	0	24000	0.3961	24000	-82.75	LARGE DEMO SET.wav
777	Spectrogram 1	1	10050.58744	10050.89823	0	24000	0.3108	24000	-65.22	LARGE DEMO SET.wav
778	Spectrogram 1	1	10051.08377	10051.87893	0	24000	0.7952	24000	-64.7	LARGE DEMO SET.wav
779	Spectrogram 1	1	10052.01361	10052.73227	0	24000	0.7187	24000	-67.92	LARGE DEMO SET.wav
780	Spectrogram 1	1	10052.7691	10053.05326	0	24000	0.2842	24000	-67	LARGE DEMO SET.wav
781	Spectrogram 1	1	10053.89412	10054.20491	0	24000	0.3108	24000	-63.19	LARGE DEMO SET.wav
782	Spectrogram 1	1	10054.43311	10054.78034	0	24000	0.3472	24000	-63.27	LARGE DEMO SET.wav
783	Spectrogram 1	1	10055.77146	10056.46568	0	24000	0.6942	24000	-74.17	LARGE DEMO SET.wav
784	Spectrogram 1	1	10057.02695	10057.31895	0	24000	0.292	24000	-66.61	LARGE DEMO SET.wav
785	Spectrogram 1	1	10057.37712	10057.66029	0	24000	0.2832	24000	-69.57	LARGE DEMO SET.wav
786	Spectrogram 1	1	10060.8488	10062.1196	0	24000	1.2708	24000	-69.38	LARGE DEMO SET.wav
787	Spectrogram 1	1	10063.68615	10064.08227	0	24000	0.3961	24000	-77.49	LARGE DEMO SET.wav
788	Spectrogram 1	1	10067.80349	10068.26362	0	24000	0.4601	24000	-76.93	LARGE DEMO SET.wav
789	Spectrogram 1	1	10073.1795	10073.59696	0	24000	0.4175	24000	-84.39	LARGE DEMO SET.wav
790	Spectrogram 1	1	10107.8036	10108.15706	0	24000	0.3535	24000	-90.59	LARGE DEMO SET.wav
791	Spectrogram 1	1	10126.39068	10126.67385	0	24000	0.2832	24000	-69.89	LARGE DEMO SET.wav
792	Spectrogram 1	1	10126.79032	10128.61578	0	24000	1.8255	24000	-79.74	LARGE DEMO SET.wav
793	Spectrogram 1	1	10128.82269	10129.46912	0	24000	0.6464	24000	-83.8	LARGE DEMO SET.wav
794	Spectrogram 1	1	10136.53968	10136.89255	0	24000	0.3529	24000	-87.71	LARGE DEMO SET.wav
795	Spectrogram 1	1	10161.09957	10161.98069	0	24000	0.8811	24000	-82.09	LARGE DEMO SET.wav
796	Spectrogram 1	1	10162.63557	10165.86331	0	24000	3.2277	24000	-85.43	LARGE DEMO SET.wav
797	Spectrogram 1	1	10173.89961	10174.22606	0	24000	0.3264	24000	-83.68	LARGE DEMO SET.wav
798	Spectrogram 1	1	10176.71618	10177.25535	0	24000	0.5392	24000	-65.3	LARGE DEMO SET.wav
799	Spectrogram 1	1	10179.63313	10180.17802	0	24000	0.5449	24000	-65.3	LARGE DEMO SET.wav
800	Spectrogram 1	1	10181.10192	10181.52259	0	24000	0.4207	24000	-73.91	LARGE DEMO SET.wav
801	Spectrogram 1	1	10181.66553	10182.05542	0	24000	0.3899	24000	-60.17	LARGE DEMO SET.wav
802	Spectrogram 1	1	10182.38514	10186.04471	0	24000	3.6596	24000	-76.79	LARGE DEMO SET.wav
803	Spectrogram 1	1	10186.10288	10187.13327	0	24000	1.0304	24000	-81.48	LARGE DEMO SET.wav
804	Spectrogram 1	1	10187.98022	10191.42073	0	24000	3.4405	24000	-71.28	LARGE DEMO SET.wav
805	Spectrogram 1	1	10191.45756	10194.40746	0	24000	2.9499	24000	-70.34	LARGE DEMO SET.wav
806	Spectrogram 1	1	10195.16957	10195.45274	0	24000	0.2832	24000	-68.85	LARGE DEMO SET.wav
807	Spectrogram 1	1	10195.95891	10196.32741	0	24000	0.3685	24000	-58.34	LARGE DEMO SET.wav
808	Spectrogram 1	1	10196.36424	10196.81808	0	24000	0.4538	24000	-69.8	LARGE DEMO SET.wav
809	Spectrogram 1	1	10196.85491	10197.77808	0	24000	0.9232	24000	-72.42	LARGE DEMO SET.wav
810	Spectrogram 1	1	10199.28118	10243.51743	0	24000	44.2362	24000	-58.95	LARGE DEMO SET.wav
811	Spectrogram 1	1	10244.44974	10244.88224	0	24000	0.4325	24000	-73.54	LARGE DEMO SET.wav
812	Spectrogram 1	1	10246.32131	10246.73877	0	24000	0.4175	24000	-84.7	LARGE DEMO SET.wav
813	Spectrogram 1	1	10248.64665	10249.00011	0	24000	0.3535	24000	-70.68	LARGE DEMO SET.wav
814	Spectrogram 1	1	10259.35601	10260.13614	0	24000	0.7801	24000	-81.38	LARGE DEMO SET.wav
815	Spectrogram 1	1	10261.55913	10261.84229	0	24000	0.2832	24000	-76.15	LARGE DEMO SET.wav
816	Spectrogram 1	1	10279.13207	10279.67753	0	24000	0.5455	24000	-73.33	LARGE DEMO SET.wav
817	Spectrogram 1	1	10289.77743	10290.15222	0	24000	0.3748	24000	-76.8	LARGE DEMO SET.wav
818	Spectrogram 1	1	10313.07349	10313.89629	0	24000	0.8228	24000	-87.24	LARGE DEMO SET.wav
819	Spectrogram 1	1	10314.01216	10314.57847	0	24000	0.5663	24000	-74.14	LARGE DEMO SET.wav
820	Spectrogram 1	1	10316.67884	10317.26647	0	24000	0.5876	24000	-87.12	LARGE DEMO SET.wav
821	Spectrogram 1	1	10328.56735	10331.70919	0	24000	3.1418	24000	-63.16	LARGE DEMO SET.wav
822	Spectrogram 1	1	10332.12095	10334.16301	0	24000	2.0421	24000	-72.68	LARGE DEMO SET.wav
823	Spectrogram 1	1	10334.40688	10338.79188	0	24000	4.385	24000	-72.55	LARGE DEMO SET.wav
824	Spectrogram 1	1	10339.10023	10344.2319	0	24000	5.1317	24000	-63.5	LARGE DEMO SET.wav
825	Spectrogram 1	1	10344.26873	10344.55194	0	24000	0.2832	24000	-87.26	LARGE DEMO SET.wav
826	Spectrogram 1	1	10347.74025	10348.24331	0	24000	0.5031	24000	-46.12	LARGE DEMO SET.wav
827	Spectrogram 1	1	10348.99892	10349.84258	0	24000	0.8437	24000	-54.09	LARGE DEMO SET.wav
828	Spectrogram 1	1	10350.92475	10351.35725	0	24000	0.4325	24000	-45.6	LARGE DEMO SET.wav
829	Spectrogram 1	1	10351.41542	10352.08259	0	24000	0.6672	24000	-33.09	LARGE DEMO SET.wav
830	Spectrogram 1	1	10352.41752	10352.99992	0	24000	0.5824	24000	-45.9	LARGE DEMO SET.wav
831	Spectrogram 1	1	10353.6341	10354.15193	0	24000	0.5178	24000	-43.65	LARGE DEMO SET.wav
832	Spectrogram 1	1	10355.21277	10355.77373	0	24000	0.561	24000	-63.24	LARGE DEMO SET.wav
833	Spectrogram 1	1	10355.88961	10358.03461	0	24000	2.145	24000	-54.73	LARGE DEMO SET.wav
834	Spectrogram 1	1	10366.27897	10367.97643	0	24000	1.6975	24000	-66.97	LARGE DEMO SET.wav
835	Spectrogram 1	1	10368.68964	10370.00265	0	24000	1.313	24000	-66.97	LARGE DEMO SET.wav
836	Spectrogram 1	1	10370.16165	10371.24044	0	24000	1.0788	24000	-70.84	LARGE DEMO SET.wav
837	Spectrogram 1	1	10371.42032	10372.37111	0	24000	0.9508	24000	-72.76	LARGE DEMO SET.wav
838	Spectrogram 1	1	10375.72966	10377.44846	0	24000	1.7188	24000	-75.99	LARGE DEMO SET.wav
839	Spectrogram 1	1	10381.27635	10381.99247	0	24000	0.7161	24000	-89.62	LARGE DEMO SET.wav
840	Spectrogram 1	1	10392.32704	10393.12806	0	24000	0.801	24000	-89.17	LARGE DEMO SET.wav
841	Spectrogram 1	1	10393.88438	10394.28051	0	24000	0.3961	24000	-85.59	LARGE DEMO SET.wav
842	Spectrogram 1	1	10409.45776	10410.49388	0	24000	1.0361	24000	-87.14	LARGE DEMO SET.wav
843	Spectrogram 1	1	10420.6545	10421.88591	0	24000	1.2314	24000	-55	LARGE DEMO SET.wav
844	Spectrogram 1	1	10431.45248	10432.38152	0	24000	0.929	24000	-53.73	LARGE DEMO SET.wav
845	Spectrogram 1	1	10432.51915	10432.93619	0	24000	0.417	24000	-66.53	LARGE DEMO SET.wav
846	Spectrogram 1	1	10434.18903	10434.47219	0	24000	0.2832	24000	-60.95	LARGE DEMO SET.wav
847	Spectrogram 1	1	10445.85252	10449.21358	0	24000	3.3611	24000	-87.91	LARGE DEMO SET.wav
848	Spectrogram 1	1	10449.6712	10450.15266	0	24000	0.4815	24000	-91.6	LARGE DEMO SET.wav
849	Spectrogram 1	1	10452.63654	10453.73667	0	24000	1.1001	24000	-84.02	LARGE DEMO SET.wav
850	Spectrogram 1	1	10465.31446	10465.66163	0	24000	0.3472	24000	-73.48	LARGE DEMO SET.wav
851	Spectrogram 1	1	10465.75658	10467.26204	0	24000	1.5055	24000	-67.33	LARGE DEMO SET.wav
852	Spectrogram 1	1	10471.83659	10472.40339	0	24000	0.5668	24000	-81.49	LARGE DEMO SET.wav
853	Spectrogram 1	1	10473.1806	10473.81139	0	24000	0.6308	24000	-79.28	LARGE DEMO SET.wav
854	Spectrogram 1	1	10482.88729	10484.03008	0	24000	1.1428	24000	-59.37	LARGE DEMO SET.wav
855	Spectrogram 1	1	10484.40196	10485.31009	0	24000	0.9081	24000	-69.98	LARGE DEMO SET.wav
856	Spectrogram 1	1	10506.89327	10508.64847	0	24000	1.7552	24000	-49.1	LARGE DEMO SET.wav
857	Spectrogram 1	1	10509.09061	10511.74178	0	24000	2.6512	24000	-54.84	LARGE DEMO SET.wav
858	Spectrogram 1	1	10515.74071	10516.0515	0	24000	0.3108	24000	-61.31	LARGE DEMO SET.wav
859	Spectrogram 1	1	10527.32474	10527.7422	0	24000	0.4175	24000	-74.15	LARGE DEMO SET.wav
860	Spectrogram 1	1	10537.05277	10537.53423	0	24000	0.4815	24000	-88.09	LARGE DEMO SET.wav
861	Spectrogram 1	1	10564.27954	10564.64866	0	24000	0.3691	24000	-82.37	LARGE DEMO SET.wav
862	Spectrogram 1	1	10564.85554	10565.22466	0	24000	0.3691	24000	-87.31	LARGE DEMO SET.wav
863	Spectrogram 1	1	10565.79479	10566.18463	0	24000	0.3898	24000	-73.56	LARGE DEMO SET.wav
864	Spectrogram 1	1	10650.31774	10650.6009	0	24000	0.2832	24000	-64.08	LARGE DEMO SET.wav
865	Spectrogram 1	1	10656.93109	10657.21426	0	24000	0.2832	24000	-67.63	LARGE DEMO SET.wav
866	Spectrogram 1	1	10669.8318	10675.32677	0	24000	5.495	24000	-67.94	LARGE DEMO SET.wav
867	Spectrogram 1	1	10675.91182	10676.67061	0	24000	0.7588	24000	-86.77	LARGE DEMO SET.wav
868	Spectrogram 1	1	10677.95982	10678.44128	0	24000	0.4815	24000	-86.99	LARGE DEMO SET.wav
869	Spectrogram 1	1	10680.5625	10680.95862	0	24000	0.3961	24000	-75.51	LARGE DEMO SET.wav
870	Spectrogram 1	1	10688.07185	10688.4468	0	24000	0.3749	24000	-76.53	LARGE DEMO SET.wav
871	Spectrogram 1	1	10688.69052	10691.73214	0	24000	3.0416	24000	-71.59	LARGE DEMO SET.wav
872	Spectrogram 1	1	10695.3252	10700.9264	0	24000	5.6012	24000	-65.97	LARGE DEMO SET.wav
873	Spectrogram 1	1	10707.76859	10708.22243	0	24000	0.4538	24000	-77.17	LARGE DEMO SET.wav
874	Spectrogram 1	1	10708.59457	10709.6307	0	24000	1.0361	24000	-79.6	LARGE DEMO SET.wav
875	Spectrogram 1	1	10709.63991	10710.14243	0	24000	0.5025	24000	-68.81	LARGE DEMO SET.wav
876	Spectrogram 1	1	10711.19725	10711.93444	0	24000	0.7372	24000	-64.79	LARGE DEMO SET.wav
877	Spectrogram 1	1	10712.58994	10713.08644	0	24000	0.4965	24000	-53.65	LARGE DEMO SET.wav
878	Spectrogram 1	1	10719.94394	10720.44673	0	24000	0.5028	24000	-54.31	LARGE DEMO SET.wav
879	Spectrogram 1	1	10723.10128	10723.73222	0	24000	0.6309	24000	-65.7	LARGE DEMO SET.wav
880	Spectrogram 1	1	10742.024	10742.48426	0	24000	0.4603	24000	-57.74	LARGE DEMO SET.wav
881	Spectrogram 1	1	10748.89335	10750.37748	0	24000	1.4841	24000	-80.37	LARGE DEMO SET.wav
882	Spectrogram 1	1	10753.11736	10753.55615	0	24000	0.4388	24000	-91.87	LARGE DEMO SET.wav
883	Spectrogram 1	1	10753.9067	10754.21749	0	24000	0.3108	24000	-91.27	LARGE DEMO SET.wav
884	Spectrogram 1	1	10766.08806	10767.25219	0	24000	1.1641	24000	-85.79	LARGE DEMO SET.wav
885	Spectrogram 1	1	10767.41073	10768.14819	0	24000	0.7375	24000	-86.57	LARGE DEMO SET.wav
886	Spectrogram 1	1	10768.93146	10769.91863	0	24000	0.9872	24000	-62.63	LARGE DEMO SET.wav
887	Spectrogram 1	1	10773.91742	10777.47066	0	24000	3.5532	24000	-58.98	LARGE DEMO SET.wav
888	Spectrogram 1	1	10780.66483	10780.948	0	24000	0.2832	24000	-73.06	LARGE DEMO SET.wav
889	Spectrogram 1	1	10783.98678	10789.09736	0	24000	5.1106	24000	-68.44	LARGE DEMO SET.wav
890	Spectrogram 1	1	10797.36281	10799.33739	0	24000	1.9746	24000	-79.17	LARGE DEMO SET.wav
891	Spectrogram 1	1	10799.68815	10803.45474	0	24000	3.7666	24000	-76.51	LARGE DEMO SET.wav
892	Spectrogram 1	1	10807.02684	10811.39098	0	24000	4.3641	24000	-57.85	LARGE DEMO SET.wav
893	Spectrogram 1	1	10811.50685	10812.24443	0	24000	0.7376	24000	-58.82	LARGE DEMO SET.wav
894	Spectrogram 1	1	10812.27486	10812.69231	0	24000	0.4175	24000	-58.76	LARGE DEMO SET.wav
895	Spectrogram 1	1	10813.17086	10813.67365	0	24000	0.5028	24000	-61.82	LARGE DEMO SET.wav
896	Spectrogram 1	1	10814.26495	10815.40145	0	24000	1.1365	24000	-64.79	LARGE DEMO SET.wav
897	Spectrogram 1	1	10819.42154	10819.73245	0	24000	0.3109	24000	-75.55	LARGE DEMO SET.wav
898	Spectrogram 1	1	10821.10688	10821.52434	0	24000	0.4175	24000	-88.93	LARGE DEMO SET.wav
899	Spectrogram 1	1	10823.66689	10824.19081	0	24000	0.5239	24000	-82.48	LARGE DEMO SET.wav
900	Spectrogram 1	1	10825.05014	10827.11369	0	24000	2.0635	24000	-79.17	LARGE DEMO SET.wav
901	Spectrogram 1	1	10829.4269	10830.0577	0	24000	0.6308	24000	-81.32	LARGE DEMO SET.wav
902	Spectrogram 1	1	10835.01625	10835.45504	0	24000	0.4388	24000	-75.49	LARGE DEMO SET.wav
903	Spectrogram 1	1	10844.87838	10845.58821	0	24000	0.7098	24000	-63.28	LARGE DEMO SET.wav
904	Spectrogram 1	1	10845.59761	10846.0789	0	24000	0.4813	24000	-66.58	LARGE DEMO SET.wav
905	Spectrogram 1	1	10846.17361	10846.61224	0	24000	0.4386	24000	-66.38	LARGE DEMO SET.wav
906	Spectrogram 1	1	10847.30086	10848.21241	0	24000	0.9116	24000	-60.73	LARGE DEMO SET.wav
907	Spectrogram 1	1	10848.47762	10849.72689	0	24000	1.2493	24000	-58.05	LARGE DEMO SET.wav
908	Spectrogram 1	1	10849.97096	10851.81759	0	24000	1.8466	24000	-60.61	LARGE DEMO SET.wav
909	Spectrogram 1	1	10852.6163	10853.20424	0	24000	0.5879	24000	-69.86	LARGE DEMO SET.wav
910	Spectrogram 1	1	10853.40563	10855.0392	0	24000	1.6336	24000	-67.07	LARGE DEMO SET.wav
911	Spectrogram 1	1	10855.13364	10855.9136	0	24000	0.78	24000	-67.56	LARGE DEMO SET.wav
912	Spectrogram 1	1	10856.43498	10857.51359	0	24000	1.0786	24000	-71.48	LARGE DEMO SET.wav
913	Spectrogram 1	1	10858.88832	10861.78027	0	24000	2.892	24000	-69.67	LARGE DEMO SET.wav
914	Spectrogram 1	1	10861.85366	10862.93227	0	24000	1.0786	24000	-64.35	LARGE DEMO SET.wav
915	Spectrogram 1	1	10862.96299	10863.84989	0	24000	0.8869	24000	-67.22	LARGE DEMO SET.wav
916	Spectrogram 1	1	10864.20033	10864.68189	0	24000	0.4816	24000	-70.3	LARGE DEMO SET.wav
917	Spectrogram 1	1	10864.883	10866.21763	0	24000	1.3346	24000	-70.8	LARGE DEMO SET.wav
918	Spectrogram 1	1	10866.97367	10868.03097	0	24000	1.0573	24000	-71.43	LARGE DEMO SET.wav
919	Spectrogram 1	1	10868.10434	10868.5858	0	24000	0.4815	24000	-72.31	LARGE DEMO SET.wav
920	Spectrogram 1	1	10868.74434	10870.20698	0	24000	1.4626	24000	-70.85	LARGE DEMO SET.wav
921	Spectrogram 1	1	10871.24035	10871.61524	0	24000	0.3749	24000	-88.63	LARGE DEMO SET.wav
922	Spectrogram 1	1	10872.32835	10873.34315	0	24000	1.0148	24000	-87.98	LARGE DEMO SET.wav
923	Spectrogram 1	1	10878.6217	10879.10299	0	24000	0.4813	24000	-90.08	LARGE DEMO SET.wav
924	Spectrogram 1	1	10880.98971	10881.70584	0	24000	0.7161	24000	-81.72	LARGE DEMO SET.wav
925	Spectrogram 1	1	10884.16839	10884.56451	0	24000	0.3961	24000	-87.89	LARGE DEMO SET.wav
926	Spectrogram 1	1	10885.27772	10887.25252	0	24000	1.9748	24000	-84.1	LARGE DEMO SET.wav
927	Spectrogram 1	1	10887.73106	10888.04185	0	24000	0.3108	24000	-89.21	LARGE DEMO SET.wav
928	Spectrogram 1	1	10888.77296	10889.66328	0	24000	0.8903	24000	-89.14	LARGE DEMO SET.wav
929	Spectrogram 1	1	10890.61107	10890.92186	0	24000	0.3108	24000	-89.73	LARGE DEMO SET.wav
930	Spectrogram 1	1	10891.46441	10891.92453	0	24000	0.4601	24000	-86.71	LARGE DEMO SET.wav
931	Spectrogram 1	1	10892.31774	10892.62853	0	24000	0.3108	24000	-88.96	LARGE DEMO SET.wav
932	Spectrogram 1	1	10896.48388	10896.76705	0	24000	0.2832	24000	-81.36	LARGE DEMO SET.wav
933	Spectrogram 1	1	10899.05909	10899.49789	0	24000	0.4388	24000	-79.35	LARGE DEMO SET.wav
934	Spectrogram 1	1	10904.49911	10904.8099	0	24000	0.3108	24000	-87.49	LARGE DEMO SET.wav
935	Spectrogram 1	1	10907.65645	10908.09524	0	24000	0.4388	24000	-84.86	LARGE DEMO SET.wav
936	Spectrogram 1	1	10908.42445	10908.778	0	24000	0.3535	24000	-84.1	LARGE DEMO SET.wav
937	Spectrogram 1	1	10909.78979	10910.27125	0	24000	0.4815	24000	-83.11	LARGE DEMO SET.wav
938	Spectrogram 1	1	10917.5517	10917.92994	0	24000	0.3782	24000	-87.4	LARGE DEMO SET.wav
939	Spectrogram 1	1	10931.66207	10932.52198	0	24000	0.8599	24000	-90.12	LARGE DEMO SET.wav
940	Spectrogram 1	1	10933.00052	10933.5245	0	24000	0.524	24000	-90.22	LARGE DEMO SET.wav
941	Spectrogram 1	1	10933.53385	10933.84465	0	24000	0.3108	24000	-87.43	LARGE DEMO SET.wav
942	Spectrogram 1	1	10934.72852	10935.27398	0	24000	0.5455	24000	-91.01	LARGE DEMO SET.wav
943	Spectrogram 1	1	10935.47519	10936.12732	0	24000	0.6521	24000	-90.06	LARGE DEMO SET.wav
944	Spectrogram 1	1	10936.32853	10936.74599	0	24000	0.4175	24000	-89.03	LARGE DEMO SET.wav
945	Spectrogram 1	1	10941.91788	10942.35667	0	24000	0.4388	24000	-89.65	LARGE DEMO SET.wav
946	Spectrogram 1	1	10942.70721	10943.21	0	24000	0.5028	24000	-87.62	LARGE DEMO SET.wav
947	Spectrogram 1	1	10946.93122	10949.52469	0	24000	2.5935	24000	-84.61	LARGE DEMO SET.wav
948	Spectrogram 1	1	10952.17924	10952.9167	0	24000	0.7375	24000	-76.66	LARGE DEMO SET.wav
949	Spectrogram 1	1	10953.33124	10953.85537	0	24000	0.5241	24000	-85.77	LARGE DEMO SET.wav
950	Spectrogram 1	1	10959.66726	10960.04205	0	24000	0.3748	24000	-89.59	LARGE DEMO SET.wav
951	Spectrogram 1	1	10962.16326	10962.62346	0	24000	0.4602	24000	-88.39	LARGE DEMO SET.wav
952	Spectrogram 1	1	10967.94461	10968.31928	0	24000	0.3747	24000	-81.81	LARGE DEMO SET.wav
953	Spectrogram 1	1	10968.73395	10969.25795	0	24000	0.524	24000	-82.63	LARGE DEMO SET.wav
954	Spectrogram 1	1	10970.58995	10971.86075	0	24000	1.2708	24000	-81.86	LARGE DEMO SET.wav
955	Spectrogram 1	1	10972.14729	10973.3753	0	24000	1.228	24000	-84.97	LARGE DEMO SET.wav
956	Spectrogram 1	1	10974.3233	10974.63409	0	24000	0.3108	24000	-86.74	LARGE DEMO SET.wav
957	Spectrogram 1	1	10981.51265	10981.84466	0	24000	0.332	24000	-89.18	LARGE DEMO SET.wav
958	Spectrogram 1	1	10982.04599	10983.72212	0	24000	1.6761	24000	-85.61	LARGE DEMO SET.wav
959	Spectrogram 1	1	10985.16066	10986.43134	0	24000	1.2707	24000	-83.5	LARGE DEMO SET.wav
960	Spectrogram 1	1	10991.00601	10991.55147	0	24000	0.5455	24000	-83.44	LARGE DEMO SET.wav
961	Spectrogram 1	1	10991.62468	10994.58081	0	24000	2.9561	24000	-74.56	LARGE DEMO SET.wav
962	Spectrogram 1	1	10994.84602	10995.28481	0	24000	0.4388	24000	-78.1	LARGE DEMO SET.wav
963	Spectrogram 1	1	10995.52869	10995.96748	0	24000	0.4388	24000	-78.87	LARGE DEMO SET.wav
964	Spectrogram 1	1	11009.92873	11010.36752	0	24000	0.4388	24000	-72.36	LARGE DEMO SET.wav
965	Spectrogram 1	1	11012.7234	11013.24753	0	24000	0.5241	24000	-75.36	LARGE DEMO SET.wav
966	Spectrogram 1	1	11020.21142	11020.92755	0	24000	0.7161	24000	-75.45	LARGE DEMO SET.wav
